name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Stockholm,2022-03-16,49.5,31,39.2,48.3,29.2,38.7,29.9,71.1,0,0,0,,0,0,10.6,5.1,208.4,1030.6,0.5,6.1,122.4,10.5,4,10,2022-03-16T06:01:41,2022-03-16T17:52:24,0.44,Clear,Clear conditions throughout the day.,clear-day,"02486099999,02464099999,02469099999,02489099999,02484099999,E4931,ESSB"
Stockholm,2022-03-17,46.6,28.3,36.4,40.6,23.6,31.3,28.6,74.7,0,0,0,,0,0,21.6,13.9,144.1,1034.2,24.7,9.2,109.5,9.4,4,10,2022-03-17T05:58:44,2022-03-17T17:54:47,0.47,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"02486099999,02464099999,02469099999,02489099999,02484099999,E4931,ESSB"
Stockholm,2022-03-18,46.6,38.4,42.4,40.9,34.4,37.1,33.7,71.2,0.002,100,8.33,rain,0,0,22.3,13.3,237,1035.8,78.5,13.9,78.8,6.5,3,10,2022-03-18T05:55:47,2022-03-18T17:57:10,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"02486099999,02464099999,02469099999,02489099999,02484099999,E4931,ESSB,F4490"
Stockholm,2022-03-19,52.6,31.2,43,52.6,31.2,42.4,26,54.6,0,0,0,,0,0,16,11.1,241.9,1047.3,0,17.4,145,12.6,5,10,2022-03-19T05:52:49,2022-03-19T17:59:33,0.54,Clear,Clear conditions throughout the day.,clear-day,"02486099999,02464099999,02469099999,02489099999,02484099999,E4931,ESSB"
Stockholm,2022-03-20,58.3,34.5,45.2,58.3,34.5,44.8,25.3,47.3,0,0,0,,0,0,11,7.3,206.4,1044.9,0,18.2,147.9,13,5,10,2022-03-20T05:49:52,2022-03-20T18:01:56,0.58,Clear,Clear conditions throughout the day.,clear-day,"02486099999,02464099999,02469099999,02489099999,02484099999,E4931,ESSB"
Stockholm,2022-03-21,52.2,35.5,42.7,52.2,31.9,40.9,23.8,50.8,0,0,0,,0,0,16.8,10.9,194.5,1040.4,0,11.5,141,12.3,5,10,2022-03-21T05:46:55,2022-03-21T18:04:18,0.61,Clear,Clear conditions throughout the day.,clear-day,"02486099999,02464099999,02469099999,02489099999,02484099999,E4931,ESSB"
Stockholm,2022-03-22,53.1,32.5,42.9,53.1,32.5,41.5,24.5,50.2,0,0,0,,0,0,15.9,9.1,213.6,1033.5,1.7,9.3,134.5,11.6,5,10,2022-03-22T05:43:57,2022-03-22T18:06:40,0.65,Clear,Clear conditions throughout the day.,clear-day,"02486099999,02464099999,02469099999,02489099999,02484099999,E4931,ESSB"
Stockholm,2022-03-23,51.1,34.6,42.8,51.1,27.3,38.6,28.1,57.9,0,0,0,,0,0,23.4,16.4,277.9,1028,2.6,14.6,139.4,12,5,10,2022-03-23T05:40:59,2022-03-23T18:09:03,0.68,Clear,Clear conditions throughout the day.,clear-day,"02486099999,02464099999,02469099999,02489099999,02484099999,E4931,ESSB"
Stockholm,2022-03-24,56,35.8,45.6,56,33.7,44.1,31.1,57.8,0,0,0,,0,0,16.1,10.7,259.5,1023.1,0.4,15.9,142,12.1,5,10,2022-03-24T05:38:02,2022-03-24T18:11:25,0.72,Clear,Clear conditions throughout the day.,clear-day,"02486099999,02464099999,02469099999,02489099999,02484099999,E4931,ESSB"
Stockholm,2022-03-25,55.6,39.2,46.8,55.6,34.4,44.7,35,64.8,0,0,0,,0,0,24.6,15.6,260.8,1015.6,13.8,14.4,99,8.5,4,10,2022-03-25T05:35:04,2022-03-25T18:13:47,0.75,Clear,Clear conditions throughout the day.,clear-day,"02486099999,02464099999,02469099999,02489099999,02484099999,E4931,ESSB"
Stockholm,2022-03-26,47.8,32.4,41.1,41.5,28.7,34.1,18.5,40.9,0,0,0,,0,0,43,25,316.1,1021,15.3,17.5,115.2,10,4,10,2022-03-26T05:32:06,2022-03-26T18:16:09,0.79,Clear,Clear conditions throughout the day.,clear-day,"02486099999,02464099999,02469099999,02489099999,02484099999,E4931,ESSB"
Stockholm,2022-03-27,46.5,30.7,39.7,41.4,29.7,36.1,23.1,51.9,0,0,0,,0,0,21.9,15.4,231.4,1022.3,65.3,18.8,88.2,7.3,4,10,2022-03-27T06:29:09,2022-03-27T19:18:31,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02486099999,02464099999,02469099999,02489099999,02484099999,E4931,ESSB"
Stockholm,2022-03-28,53.3,34,46.5,53.3,27,40.8,25.1,45.1,0,0,0,snow,0,0,41.3,27.4,288.1,1002.6,28,17.6,111,9.6,4,10,2022-03-28T06:26:11,2022-03-28T19:20:53,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"02486099999,02464099999,02469099999,02489099999,02484099999,E4931,ESSB"
Stockholm,2022-03-29,32.4,24.8,29.1,26.4,19.7,22.6,18,64.2,0.018,100,25,"rain,snow",0,0,21.4,11.2,336,1007.7,64,18,95.4,8.5,3,10,2022-03-29T06:23:14,2022-03-29T19:23:15,0.9,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"02486099999,02464099999,02469099999,02489099999,02484099999,E4931,ESSB"
Stockholm,2022-03-30,36.9,22.5,29.4,31.6,15.6,24.4,12.1,49.6,0,0,0,,0,0,21.4,13.4,288,1007.6,14.2,18.5,159.1,13.9,6,10,2022-03-30T06:20:16,2022-03-30T19:25:37,0.93,Clear,Clear conditions throughout the day.,clear-day,"02486099999,02464099999,02469099999,02489099999,02484099999,E4931,ESSB"
Stockholm,2022-03-31,39.9,17.8,31,39.9,17.8,29.5,17.5,60.2,0.004,100,4.17,snow,0,0,14.5,6.6,102.5,1011.2,26.7,18,129.6,11.2,6,10,2022-03-31T06:17:19,2022-03-31T19:27:59,0.97,"Snow, Partially cloudy",Becoming cloudy in the afternoon with afternoon snow.,rain,"02486099999,02464099999,02469099999,02489099999,02484099999,E4931,ESSB"
Stockholm,2022-04-01,37.2,24.5,30.2,33.6,23.9,27.9,23.1,75.7,0.065,100,41.67,"rain,snow",0,0,13.4,8.4,39.5,1017.7,61.5,15.8,95.8,8.2,4,10,2022-04-01T06:14:22,2022-04-01T19:30:21,0,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"02486099999,02464099999,02469099999,02489099999,02484099999,E4931,ESSB"
Stockholm,2022-04-02,39.1,22.5,32.2,34.7,22.5,29.7,16.7,55.9,0,0,0,,0,0,16.9,10,272,1016.6,7.5,16.9,175.6,15.2,6,10,2022-04-02T06:11:25,2022-04-02T19:32:43,0.04,Clear,Clear conditions throughout the day.,clear-day,"02486099999,02464099999,02469099999,02489099999,02484099999,E4931,ESSB"
Stockholm,2022-04-03,44.6,29.7,37.2,38.3,25.7,32.8,18.6,48.2,0,0,0,,0,0,23.1,13.3,255.7,1007.1,18.5,18.9,152.5,13.1,6,10,2022-04-03T06:08:28,2022-04-03T19:35:05,0.07,Clear,Clear conditions throughout the day.,clear-day,"02486099999,02464099999,02469099999,02489099999,02484099999,E4931,ESSB"
Stockholm,2022-04-04,39.3,32,36.1,34.1,21.5,30.9,30.7,82.3,0.326,100,70.83,"rain,snow",0.6,0.1,23,15.3,189.8,987,88.5,10.3,49.3,4.2,2,10,2022-04-04T06:05:32,2022-04-04T19:37:27,0.1,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"02486099999,02464099999,02469099999,02489099999,02484099999,E4931,ESSB"
Stockholm,2022-04-05,35.7,27.2,30.5,26.4,14.2,20.1,23.3,76.4,0.048,100,45.83,"rain,snow",0.4,0.6,35.2,19.2,303.9,984.5,62.3,13.7,116.7,10.3,6,10,2022-04-05T06:02:36,2022-04-05T19:39:49,0.13,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"02486099999,02464099999,02469099999,02489099999,02484099999,E4931,ESSB"
Stockholm,2022-04-06,42.8,27.7,34.8,38.2,19.6,27.9,18.3,52.7,0,0,0,,0,0.4,20.5,14.5,246.7,989.9,28.7,18.4,161.3,13.9,5,10,2022-04-06T05:59:40,2022-04-06T19:42:11,0.17,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"02486099999,02464099999,02469099999,02489099999,02484099999,E4931,ESSB"
Stockholm,2022-04-07,40.3,32.3,34.7,33,24.4,28.5,32.1,90.1,0.269,100,66.67,"rain,snow",0.3,0.1,32.6,15.6,71.1,981.5,95.9,11.2,39,3.3,2,10,2022-04-07T05:56:44,2022-04-07T19:44:34,0.2,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"02486099999,02464099999,02469099999,02489099999,02484099999,E4931,ESSB,F4490"
Stockholm,2022-04-08,40.4,30.3,35,34.8,19.3,26.7,31.8,88.3,0.268,100,50,"rain,snow",0.2,0,34.4,18.7,222,970.3,97,11.3,48.2,4.3,2,10,2022-04-08T05:53:49,2022-04-08T19:46:56,0.23,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"02486099999,02464099999,02469099999,02489099999,02484099999,E4931,ESSB"
Stockholm,2022-04-09,36.8,28.1,32.6,30.1,18.4,24.5,27,80,0.015,100,20.83,snow,0,0.5,27.5,13.1,231.1,982.3,45,15.1,98.7,8.5,4,10,2022-04-09T05:50:54,2022-04-09T19:49:19,0.25,"Snow, Partially cloudy",Partly cloudy throughout the day with snow in the morning and afternoon.,rain,"02486099999,02464099999,02469099999,02489099999,02484099999,E4931,ESSB"
Stockholm,2022-04-10,46.5,32.9,40.2,41.4,26.8,34.5,28.6,65.1,0.018,100,4.17,rain,0,0.6,26.8,14.3,249.8,995.5,48.3,18.9,158.8,13.9,6,10,2022-04-10T05:48:00,2022-04-10T19:51:42,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"02486099999,02464099999,02469099999,02489099999,02484099999,E4931,ESSB"
Stockholm,2022-04-11,50.2,35.7,43.4,50.2,33.2,40.2,21.7,44,0,0,0,rain,0,0.3,16.8,11.6,270,1009.8,1.3,17.7,199.8,17.3,6,10,2022-04-11T05:45:06,2022-04-11T19:54:04,0.33,Clear,Clear conditions throughout the day.,clear-day,"02486099999,02464099999,02469099999,02489099999,02484099999,E4931,ESSB"
Stockholm,2022-04-12,51.8,33.6,43.3,51.8,33.6,42.5,23.8,46.7,0,0,0,,0,0,15.7,8.5,275.6,1019.8,16.5,14.5,196.5,17.1,6,10,2022-04-12T05:42:12,2022-04-12T19:56:27,0.36,Clear,Clear conditions throughout the day.,clear-day,"02486099999,02464099999,02469099999,02489099999,02484099999,E4931,ESSB"
